teama_maps,teama_kddiff,teama_kdr,teama_rtg,teama_ct_rw,teama_ct_opk,teama_ct_multik,teama_ct_5v4,teama_ct_4v5,teama_ct_trd,teama_ct_adr,teama_ct_fa,teama_t_rw,teama_t_opk,teama_t_multik,teama_t_5v4,teama_t_4v5,teama_t_trd,teama_t_adr,teama_t_fa,teama_ct_pistol_rw,teama_ct_pistol_r2conv,teama_ct_pistol_r2brk,teama_t_pistol_rw,teama_t_pistol_r2conv,teama_t_pistol_r2brk,teamb_maps,teamb_kddiff,teamb_kdr,teamb_rtg,teamb_ct_rw,teamb_ct_opk,teamb_ct_multik,teamb_ct_5v4,teamb_ct_4v5,teamb_ct_trd,teamb_ct_adr,teamb_ct_fa,teamb_t_rw,teamb_t_opk,teamb_t_multik,teamb_t_5v4,teamb_t_4v5,teamb_t_trd,teamb_t_adr,teamb_t_fa,teamb_ct_pistol_rw,teamb_ct_pistol_r2conv,teamb_ct_pistol_r2brk,teamb_t_pistol_rw,teamb_t_pistol_r2conv,teamb_t_pistol_r2brk,match_winner
65.0,-168.0,0.97,1.01,0.573,0.606,0.91,0.757,0.29100000000000004,0.17,29.2,0.18,0.405,0.40299999999999997,0.67,0.621,0.258,0.204,15.7,0.24,0.508,0.9390000000000001,0.188,0.508,0.636,0.094,58.0,19.0,1.0,1.03,0.5870000000000001,0.593,0.9,0.758,0.337,0.17800000000000002,29.2,0.19,0.44299999999999995,0.41200000000000003,0.66,0.7040000000000001,0.259,0.19399999999999998,15.5,0.21,0.586,0.794,0.0,0.517,0.867,0.179,1.0
41.0,364.0,1.11,1.1,0.59,0.614,0.89,0.7509999999999999,0.33799999999999997,0.193,33.9,0.21,0.494,0.441,0.72,0.741,0.299,0.192,16.8,0.17,0.561,0.87,0.278,0.488,0.8,0.19,57.0,-49.0,0.99,1.02,0.5479999999999999,0.564,0.88,0.76,0.27699999999999997,0.187,33.7,0.25,0.431,0.433,0.67,0.6809999999999999,0.24100000000000002,0.192,16.1,0.29,0.579,0.818,0.083,0.526,0.867,0.29600000000000004,0.0
62.0,75.0,1.01,1.05,0.58,0.603,0.9,0.755,0.314,0.193,31.5,0.27,0.451,0.431,0.72,0.691,0.27,0.19699999999999998,16.5,0.26,0.516,0.7809999999999999,0.233,0.452,0.679,0.028999999999999998,63.0,-123.0,0.98,1.02,0.573,0.607,0.91,0.7559999999999999,0.292,0.171,29.3,0.19,0.413,0.40700000000000003,0.67,0.624,0.267,0.205,15.6,0.24,0.49200000000000005,0.935,0.188,0.508,0.625,0.09699999999999999,0.0
55.0,-28.0,0.99,1.03,0.5429999999999999,0.557,0.88,0.759,0.275,0.18600000000000003,33.8,0.25,0.441,0.44,0.68,0.685,0.249,0.193,16.5,0.29,0.5820000000000001,0.812,0.043,0.527,0.897,0.308,56.0,-25.0,0.99,1.03,0.578,0.588,0.9,0.7490000000000001,0.33299999999999996,0.177,29.0,0.19,0.44299999999999995,0.41200000000000003,0.66,0.703,0.261,0.193,15.3,0.21,0.589,0.7879999999999999,0.0,0.536,0.867,0.192,1.0
69.0,383.0,1.07,1.08,0.6,0.612,0.95,0.762,0.345,0.203,38.6,0.24,0.434,0.418,0.69,0.6679999999999999,0.266,0.214,17.5,0.34,0.507,0.914,0.235,0.522,0.917,0.121,105.0,187.0,1.02,1.04,0.583,0.607,0.94,0.757,0.315,0.18,33.3,0.23,0.428,0.423,0.67,0.703,0.226,0.18600000000000003,14.4,0.23,0.5710000000000001,0.833,0.17800000000000002,0.457,0.7709999999999999,0.105,0.0
76.0,125.0,1.02,1.04,0.5579999999999999,0.589,0.91,0.726,0.317,0.184,29.1,0.22,0.47600000000000003,0.429,0.66,0.725,0.289,0.191,12.9,0.28,0.447,0.794,0.14300000000000002,0.461,0.857,0.195,67.0,-220.0,0.96,0.99,0.563,0.604,0.91,0.75,0.276,0.18,32.8,0.27,0.415,0.41700000000000004,0.69,0.684,0.223,0.17300000000000001,15.2,0.28,0.537,0.6940000000000001,0.09699999999999999,0.537,0.778,0.129,0.0
99.0,12.0,1.0,1.04,0.588,0.595,0.94,0.757,0.34,0.18,29.1,0.16,0.42700000000000005,0.41100000000000003,0.65,0.6829999999999999,0.247,0.174,15.2,0.26,0.515,0.863,0.312,0.40399999999999997,0.85,0.22,58.0,-708.0,0.87,0.94,0.47,0.539,0.79,0.6659999999999999,0.243,0.195,21.5,0.24,0.418,0.354,0.65,0.703,0.261,0.20199999999999999,11.3,0.29,0.5,0.759,0.069,0.431,0.76,0.33299999999999996,1.0
99.0,65.0,1.01,1.05,0.5870000000000001,0.595,0.94,0.754,0.342,0.18,29.2,0.16,0.436,0.41700000000000004,0.66,0.691,0.252,0.177,15.2,0.26,0.525,0.865,0.298,0.414,0.8540000000000001,0.24100000000000002,102.0,215.0,1.02,1.05,0.586,0.611,0.94,0.759,0.313,0.18,33.6,0.24,0.42700000000000005,0.42100000000000004,0.67,0.706,0.225,0.18600000000000003,14.3,0.23,0.569,0.845,0.182,0.451,0.7829999999999999,0.107,1.0
56.0,-730.0,0.86,0.94,0.45899999999999996,0.5329999999999999,0.78,0.657,0.23399999999999999,0.19399999999999998,21.8,0.25,0.42,0.35100000000000003,0.65,0.7040000000000001,0.266,0.201,11.5,0.29,0.48200000000000004,0.741,0.069,0.41100000000000003,0.826,0.33299999999999996,73.0,101.0,1.02,1.04,0.5539999999999999,0.59,0.91,0.7190000000000001,0.318,0.184,28.6,0.22,0.47700000000000004,0.43,0.65,0.726,0.289,0.192,12.6,0.28,0.466,0.794,0.128,0.479,0.857,0.158,1.0
66.0,357.0,1.06,1.08,0.602,0.618,0.95,0.763,0.34299999999999997,0.20199999999999999,38.9,0.24,0.431,0.414,0.69,0.6709999999999999,0.262,0.212,17.6,0.33,0.515,0.912,0.21899999999999997,0.53,0.914,0.09699999999999999,64.0,-192.0,0.97,1.0,0.564,0.605,0.9,0.752,0.275,0.179,33.0,0.26,0.418,0.41700000000000004,0.69,0.6829999999999999,0.22899999999999998,0.17600000000000002,15.2,0.28,0.516,0.727,0.09699999999999999,0.516,0.7879999999999999,0.129,0.0
100.0,80.0,1.01,1.05,0.589,0.596,0.95,0.753,0.348,0.18,29.2,0.15,0.439,0.41700000000000004,0.66,0.695,0.257,0.17800000000000002,15.1,0.26,0.54,0.87,0.304,0.41,0.8540000000000001,0.237,70.0,81.0,1.01,1.03,0.5529999999999999,0.59,0.91,0.7170000000000001,0.318,0.183,28.5,0.22,0.474,0.431,0.64,0.722,0.28600000000000003,0.19,12.4,0.28,0.457,0.812,0.132,0.47100000000000003,0.848,0.162,1.0
67.0,403.0,1.07,1.08,0.604,0.615,0.95,0.762,0.35200000000000004,0.20600000000000002,38.6,0.24,0.44299999999999995,0.425,0.71,0.677,0.272,0.217,17.9,0.34,0.507,0.941,0.212,0.537,0.917,0.09699999999999999,53.0,-710.0,0.86,0.93,0.45899999999999996,0.529,0.77,0.6579999999999999,0.237,0.19699999999999998,21.1,0.24,0.42,0.348,0.65,0.706,0.267,0.201,11.6,0.3,0.491,0.731,0.07400000000000001,0.415,0.818,0.32299999999999995,0.0
100.0,204.0,1.02,1.05,0.585,0.61,0.94,0.76,0.31,0.179,33.8,0.24,0.425,0.419,0.67,0.7040000000000001,0.22399999999999998,0.185,14.3,0.23,0.58,0.845,0.19,0.44,0.773,0.107,61.0,-139.0,0.97,1.0,0.5660000000000001,0.605,0.91,0.754,0.278,0.179,33.1,0.26,0.419,0.42,0.7,0.682,0.22899999999999998,0.18,15.3,0.29,0.541,0.727,0.107,0.525,0.7809999999999999,0.10300000000000001,1.0
98.0,116.0,1.01,1.05,0.593,0.599,0.95,0.754,0.353,0.18,29.2,0.15,0.441,0.41600000000000004,0.66,0.6970000000000001,0.26,0.179,15.1,0.27,0.551,0.87,0.295,0.418,0.8540000000000001,0.24600000000000002,67.0,429.0,1.08,1.09,0.611,0.614,0.96,0.7659999999999999,0.368,0.209,37.8,0.25,0.44299999999999995,0.42700000000000005,0.71,0.6759999999999999,0.271,0.21600000000000003,18.0,0.35,0.537,0.9440000000000001,0.19399999999999998,0.552,0.919,0.067,1.0
51.0,-660.0,0.87,0.94,0.465,0.53,0.78,0.6629999999999999,0.243,0.19899999999999998,21.0,0.24,0.42,0.35100000000000003,0.65,0.7020000000000001,0.267,0.201,11.5,0.3,0.49,0.76,0.077,0.392,0.85,0.32299999999999995,60.0,-163.0,0.97,1.0,0.561,0.598,0.92,0.753,0.276,0.17800000000000002,33.1,0.26,0.418,0.415,0.71,0.6779999999999999,0.23399999999999999,0.182,15.7,0.28,0.5670000000000001,0.735,0.077,0.517,0.774,0.10300000000000001,0.0
97.0,208.0,1.02,1.05,0.583,0.612,0.94,0.757,0.309,0.18,33.9,0.24,0.42700000000000005,0.42200000000000004,0.67,0.7040000000000001,0.22399999999999998,0.187,14.2,0.24,0.5770000000000001,0.8390000000000001,0.195,0.423,0.78,0.107,68.0,45.0,1.01,1.03,0.55,0.591,0.91,0.7120000000000001,0.315,0.18100000000000002,28.6,0.22,0.469,0.428,0.65,0.716,0.285,0.18899999999999997,12.4,0.28,0.441,0.8,0.132,0.456,0.871,0.162,0.0
96.0,158.0,1.02,1.06,0.594,0.596,0.95,0.7559999999999999,0.35600000000000004,0.18,29.1,0.15,0.444,0.415,0.67,0.7020000000000001,0.261,0.179,15.2,0.27,0.542,0.865,0.295,0.41700000000000004,0.85,0.25,60.0,-119.0,0.98,1.0,0.5710000000000001,0.6,0.92,0.762,0.285,0.18,34.0,0.26,0.42100000000000004,0.418,0.71,0.6729999999999999,0.24100000000000002,0.182,15.9,0.28,0.583,0.7140000000000001,0.08,0.5,0.767,0.1,0.0
49.0,-684.0,0.86,0.93,0.45799999999999996,0.523,0.78,0.653,0.247,0.198,20.6,0.24,0.413,0.34700000000000003,0.64,0.696,0.261,0.198,11.5,0.31,0.49,0.75,0.08,0.36700000000000005,0.833,0.32299999999999995,95.0,156.0,1.02,1.04,0.581,0.611,0.94,0.754,0.308,0.179,33.4,0.24,0.426,0.42100000000000004,0.67,0.7040000000000001,0.22399999999999998,0.187,14.3,0.24,0.579,0.836,0.2,0.42100000000000004,0.775,0.109,0.0
66.0,100.0,1.02,1.04,0.55,0.593,0.91,0.711,0.317,0.18100000000000002,28.5,0.22,0.475,0.43,0.65,0.718,0.29100000000000004,0.19,12.3,0.28,0.439,0.7929999999999999,0.135,0.455,0.867,0.16699999999999998,65.0,387.0,1.07,1.09,0.609,0.616,0.96,0.764,0.361,0.20600000000000002,37.0,0.24,0.44299999999999995,0.43200000000000005,0.71,0.672,0.26899999999999996,0.215,17.9,0.34,0.5379999999999999,0.943,0.2,0.569,0.919,0.071,0.0
104.0,626.0,1.07,1.08,0.5920000000000001,0.609,0.93,0.7559999999999999,0.337,0.193,28.8,0.18,0.479,0.423,0.7,0.736,0.289,0.196,14.4,0.24,0.5770000000000001,0.85,0.205,0.5379999999999999,0.8390000000000001,0.22899999999999998,77.0,-203.0,0.97,1.01,0.542,0.563,0.87,0.728,0.302,0.17300000000000001,35.8,0.26,0.44799999999999995,0.40700000000000003,0.67,0.726,0.255,0.19699999999999998,13.5,0.26,0.519,0.925,0.135,0.519,0.825,0.081,0.0
71.0,296.0,1.05,1.04,0.597,0.627,0.95,0.782,0.289,0.196,37.7,0.23,0.45799999999999996,0.41700000000000004,0.66,0.715,0.276,0.19,14.4,0.26,0.535,0.789,0.364,0.38,0.852,0.318,56.0,77.0,1.02,1.05,0.526,0.589,0.85,0.727,0.23800000000000002,0.174,34.3,0.21,0.48,0.45,0.65,0.6990000000000001,0.301,0.18600000000000003,18.8,0.25,0.46399999999999997,0.8079999999999999,0.133,0.5,0.893,0.071,0.0
102.0,594.0,1.07,1.08,0.5920000000000001,0.609,0.93,0.753,0.341,0.19399999999999998,28.9,0.18,0.47600000000000003,0.42200000000000004,0.7,0.7340000000000001,0.287,0.196,14.4,0.23,0.578,0.847,0.18600000000000003,0.539,0.836,0.23399999999999999,71.0,219.0,1.04,1.03,0.585,0.623,0.95,0.768,0.28600000000000003,0.192,36.9,0.22,0.45799999999999996,0.424,0.65,0.711,0.273,0.191,14.3,0.27,0.507,0.778,0.34299999999999997,0.39399999999999996,0.7859999999999999,0.326,1.0
54.0,132.0,1.03,1.05,0.524,0.58,0.84,0.73,0.239,0.17600000000000002,33.9,0.21,0.494,0.46399999999999997,0.66,0.706,0.312,0.187,19.0,0.25,0.46299999999999997,0.8,0.138,0.519,0.893,0.077,53.0,-322.0,0.93,0.99,0.525,0.591,0.88,0.7,0.276,0.183,31.5,0.21,0.37200000000000005,0.37,0.61,0.624,0.225,0.18899999999999997,13.2,0.29,0.434,0.826,0.1,0.377,0.75,0.212,0.0
100.0,629.0,1.07,1.08,0.596,0.612,0.93,0.758,0.34,0.196,29.0,0.19,0.479,0.424,0.7,0.735,0.29100000000000004,0.19699999999999998,14.4,0.23,0.58,0.862,0.19,0.54,0.852,0.239,52.0,71.0,1.02,1.05,0.515,0.5770000000000001,0.83,0.7240000000000001,0.231,0.172,33.3,0.21,0.48700000000000004,0.462,0.66,0.7,0.305,0.18600000000000003,18.8,0.25,0.462,0.792,0.14300000000000002,0.519,0.889,0.08,0.0
75.0,-170.0,0.98,1.01,0.545,0.563,0.87,0.731,0.306,0.17600000000000002,35.8,0.26,0.449,0.408,0.67,0.722,0.259,0.196,13.5,0.26,0.52,0.9229999999999999,0.139,0.52,0.846,0.083,51.0,-260.0,0.94,1.0,0.5329999999999999,0.595,0.88,0.706,0.282,0.18600000000000003,31.5,0.21,0.377,0.37200000000000005,0.62,0.629,0.228,0.193,13.3,0.29,0.431,0.818,0.10300000000000001,0.373,0.737,0.21899999999999997,0.0
97.0,625.0,1.08,1.08,0.596,0.613,0.93,0.753,0.34600000000000003,0.195,28.8,0.19,0.479,0.425,0.7,0.7340000000000001,0.29,0.19899999999999998,14.6,0.24,0.588,0.86,0.2,0.536,0.865,0.222,48.0,-223.0,0.95,1.0,0.53,0.595,0.88,0.7020000000000001,0.281,0.187,31.4,0.22,0.385,0.37200000000000005,0.63,0.636,0.23600000000000002,0.19399999999999998,13.2,0.31,0.43799999999999994,0.81,0.111,0.354,0.706,0.226,0.0
69.0,184.0,1.03,1.03,0.583,0.621,0.94,0.765,0.287,0.19,36.7,0.22,0.455,0.42,0.66,0.715,0.267,0.191,14.3,0.26,0.507,0.7709999999999999,0.324,0.391,0.778,0.31,72.0,-205.0,0.97,1.0,0.537,0.56,0.88,0.723,0.299,0.17300000000000001,35.6,0.26,0.45,0.408,0.67,0.722,0.26,0.19699999999999998,13.4,0.26,0.528,0.9209999999999999,0.147,0.514,0.838,0.086,0.0
67.0,174.0,1.03,1.03,0.579,0.621,0.94,0.7609999999999999,0.28300000000000003,0.191,36.7,0.21,0.457,0.423,0.66,0.721,0.265,0.19,14.4,0.27,0.507,0.765,0.303,0.40299999999999997,0.778,0.325,45.0,-197.0,0.95,1.0,0.53,0.585,0.88,0.705,0.287,0.18899999999999997,31.9,0.21,0.39,0.366,0.64,0.647,0.24100000000000002,0.198,13.4,0.3,0.42200000000000004,0.789,0.115,0.35600000000000004,0.688,0.24100000000000002,0.0
49.0,76.0,1.02,1.05,0.516,0.575,0.83,0.727,0.231,0.17300000000000001,32.8,0.22,0.49,0.462,0.66,0.691,0.318,0.187,18.5,0.25,0.469,0.826,0.115,0.51,0.88,0.083,70.0,-192.0,0.97,1.01,0.534,0.557,0.88,0.7240000000000001,0.294,0.171,35.0,0.27,0.455,0.409,0.67,0.726,0.265,0.2,13.4,0.26,0.514,0.917,0.147,0.514,0.861,0.08800000000000001,0.0
77.0,685.0,1.11,1.11,0.609,0.624,0.93,0.77,0.342,0.212,29.3,0.22,0.514,0.429,0.74,0.7709999999999999,0.321,0.204,13.8,0.24,0.61,0.787,0.33299999999999996,0.545,0.905,0.2,74.0,-207.0,0.97,1.01,0.55,0.583,0.88,0.725,0.306,0.19,39.6,0.22,0.429,0.4,0.66,0.6990000000000001,0.249,0.198,15.8,0.28,0.514,0.789,0.139,0.45899999999999996,0.853,0.125,1.0
92.0,166.0,1.02,1.06,0.541,0.586,0.87,0.718,0.295,0.185,38.3,0.19,0.47,0.42100000000000004,0.71,0.713,0.292,0.20199999999999999,14.9,0.26,0.5,0.87,0.217,0.467,0.721,0.184,42.0,177.0,1.05,1.07,0.5820000000000001,0.6,0.9,0.748,0.33299999999999996,0.2,27.1,0.17,0.461,0.418,0.66,0.7390000000000001,0.262,0.20199999999999999,13.8,0.24,0.524,0.8640000000000001,0.5,0.762,0.7809999999999999,0.1,0.0
74.0,684.0,1.11,1.11,0.617,0.627,0.94,0.7759999999999999,0.35200000000000004,0.21100000000000002,30.0,0.22,0.513,0.425,0.74,0.7759999999999999,0.319,0.204,13.7,0.24,0.622,0.7829999999999999,0.35700000000000004,0.568,0.905,0.156,90.0,123.0,1.02,1.06,0.539,0.585,0.87,0.716,0.293,0.18600000000000003,38.4,0.19,0.466,0.418,0.7,0.711,0.289,0.2,14.7,0.26,0.511,0.87,0.22699999999999998,0.478,0.721,0.149,1.0
39.0,-83.0,0.97,1.07,0.5589999999999999,0.5710000000000001,0.89,0.753,0.3,0.184,33.1,0.19,0.45899999999999996,0.389,0.67,0.7659999999999999,0.263,0.193,15.1,0.26,0.48700000000000004,0.789,0.1,0.59,0.7829999999999999,0.125,40.0,220.0,1.06,1.08,0.5920000000000001,0.606,0.92,0.755,0.342,0.20199999999999999,27.4,0.17,0.467,0.419,0.66,0.745,0.266,0.204,13.8,0.25,0.5,0.95,0.5,0.75,0.767,0.1,0.0
87.0,106.0,1.01,1.06,0.537,0.583,0.87,0.7140000000000001,0.294,0.18600000000000003,38.4,0.19,0.467,0.41700000000000004,0.71,0.715,0.29,0.201,14.3,0.26,0.506,0.8640000000000001,0.233,0.483,0.738,0.156,37.0,-97.0,0.97,1.07,0.557,0.568,0.88,0.755,0.295,0.18600000000000003,33.4,0.2,0.45,0.382,0.67,0.754,0.26,0.193,15.0,0.25,0.486,0.778,0.105,0.595,0.818,0.133,0.0
69.0,-234.0,0.96,1.01,0.55,0.589,0.89,0.7290000000000001,0.295,0.193,39.3,0.21,0.41700000000000004,0.397,0.66,0.688,0.239,0.19399999999999998,15.0,0.27,0.493,0.8240000000000001,0.14300000000000002,0.435,0.867,0.128,40.0,268.0,1.08,1.09,0.607,0.615,0.93,0.763,0.358,0.203,27.3,0.18,0.46799999999999997,0.41700000000000004,0.67,0.745,0.26899999999999996,0.204,13.9,0.26,0.525,0.9520000000000001,0.474,0.75,0.767,0.1,1.0
67.0,-189.0,0.97,1.01,0.5539999999999999,0.591,0.89,0.7290000000000001,0.304,0.195,39.3,0.21,0.42100000000000004,0.39899999999999997,0.66,0.6920000000000001,0.24100000000000002,0.195,15.2,0.28,0.507,0.8240000000000001,0.152,0.418,0.929,0.128,84.0,93.0,1.01,1.06,0.5379999999999999,0.584,0.87,0.716,0.294,0.185,38.6,0.19,0.467,0.415,0.7,0.713,0.292,0.201,14.2,0.26,0.524,0.8640000000000001,0.225,0.47600000000000003,0.725,0.159,1.0
69.0,762.0,1.13,1.12,0.623,0.634,0.95,0.78,0.353,0.215,30.4,0.21,0.525,0.43200000000000005,0.76,0.785,0.32799999999999996,0.209,13.7,0.25,0.638,0.773,0.36,0.594,0.902,0.14300000000000002,34.0,-84.0,0.97,1.07,0.561,0.5720000000000001,0.88,0.753,0.302,0.184,34.0,0.2,0.445,0.377,0.67,0.759,0.252,0.18600000000000003,15.3,0.25,0.5,0.765,0.11800000000000001,0.5589999999999999,0.8420000000000001,0.133,0.0
66.0,707.0,1.13,1.12,0.621,0.63,0.95,0.7809999999999999,0.35,0.213,30.0,0.21,0.525,0.435,0.76,0.7829999999999999,0.32799999999999996,0.21100000000000002,13.8,0.25,0.636,0.762,0.33299999999999996,0.5760000000000001,0.9209999999999999,0.14300000000000002,35.0,171.0,1.06,1.07,0.6,0.603,0.95,0.768,0.34600000000000003,0.20600000000000002,26.9,0.18,0.456,0.391,0.66,0.737,0.275,0.19899999999999998,13.5,0.27,0.5429999999999999,0.9470000000000001,0.43799999999999994,0.7709999999999999,0.741,0.125,0.0
65.0,148.0,1.03,1.02,0.574,0.621,0.94,0.7559999999999999,0.27899999999999997,0.191,36.7,0.21,0.45299999999999996,0.426,0.66,0.7170000000000001,0.257,0.191,14.4,0.26,0.49200000000000005,0.75,0.303,0.4,0.769,0.308,80.0,19.0,1.0,1.06,0.528,0.579,0.86,0.703,0.292,0.18,38.7,0.19,0.465,0.415,0.7,0.715,0.287,0.2,13.8,0.27,0.5,0.85,0.225,0.475,0.737,0.16699999999999998,0.0
63.0,-73.0,0.99,1.03,0.5579999999999999,0.5920000000000001,0.9,0.731,0.308,0.196,39.3,0.22,0.43700000000000006,0.40700000000000003,0.68,0.703,0.255,0.19899999999999998,15.8,0.29,0.508,0.812,0.129,0.444,0.929,0.14300000000000002,63.0,416.0,1.08,1.09,0.61,0.618,0.97,0.7659999999999999,0.361,0.205,36.5,0.24,0.44799999999999995,0.43700000000000006,0.72,0.675,0.273,0.21600000000000003,18.1,0.34,0.54,0.941,0.207,0.5710000000000001,0.9440000000000001,0.07400000000000001,0.0
94.0,601.0,1.07,1.08,0.593,0.615,0.93,0.7509999999999999,0.34,0.19399999999999998,28.9,0.19,0.479,0.43,0.7,0.731,0.28800000000000003,0.19899999999999998,14.8,0.24,0.585,0.855,0.205,0.5429999999999999,0.863,0.233,92.0,126.0,1.02,1.04,0.583,0.61,0.94,0.754,0.314,0.179,33.2,0.24,0.425,0.41600000000000004,0.67,0.706,0.225,0.185,14.4,0.24,0.5760000000000001,0.83,0.205,0.424,0.795,0.094,0.0
64.0,688.0,1.13,1.12,0.623,0.63,0.95,0.784,0.35,0.21600000000000003,30.1,0.21,0.521,0.431,0.76,0.782,0.32299999999999995,0.20800000000000002,13.7,0.25,0.6559999999999999,0.762,0.318,0.578,0.919,0.14800000000000002,77.0,31.0,1.0,1.06,0.534,0.578,0.87,0.7090000000000001,0.297,0.18100000000000002,38.7,0.19,0.46,0.41200000000000003,0.7,0.708,0.28600000000000003,0.2,14.0,0.27,0.506,0.846,0.21100000000000002,0.46799999999999997,0.722,0.146,0.0
60.0,409.0,1.08,1.09,0.615,0.619,0.98,0.7659999999999999,0.37,0.207,36.7,0.24,0.45,0.434,0.73,0.6809999999999999,0.273,0.215,17.8,0.35,0.5329999999999999,0.9690000000000001,0.214,0.583,0.943,0.08,60.0,63.0,1.01,1.05,0.5770000000000001,0.603,0.89,0.7440000000000001,0.32299999999999995,0.19399999999999998,31.6,0.26,0.451,0.43200000000000005,0.71,0.691,0.26899999999999996,0.19699999999999998,16.8,0.25,0.517,0.774,0.24100000000000002,0.467,0.679,0.031,1.0
88.0,121.0,1.02,1.04,0.585,0.615,0.94,0.754,0.316,0.18,33.8,0.25,0.424,0.414,0.67,0.7020000000000001,0.228,0.18600000000000003,14.5,0.24,0.58,0.843,0.21600000000000003,0.42,0.8109999999999999,0.098,40.0,17.0,1.0,1.06,0.521,0.599,0.85,0.701,0.252,0.175,32.6,0.24,0.484,0.423,0.72,0.741,0.293,0.214,13.8,0.31,0.525,0.905,0.158,0.525,0.905,0.158,1.0
75.0,56.0,1.01,1.06,0.536,0.579,0.87,0.7120000000000001,0.298,0.182,38.7,0.19,0.462,0.415,0.7,0.7070000000000001,0.287,0.2,14.1,0.27,0.507,0.8420000000000001,0.21600000000000003,0.467,0.7140000000000001,0.15,67.0,109.0,1.02,1.02,0.583,0.626,0.94,0.7559999999999999,0.297,0.19,37.1,0.21,0.441,0.431,0.64,0.6990000000000001,0.245,0.18899999999999997,14.9,0.26,0.493,0.7879999999999999,0.294,0.38799999999999996,0.8079999999999999,0.293,0.0
58.0,21.0,1.0,1.05,0.569,0.6,0.88,0.74,0.313,0.19,31.3,0.26,0.449,0.43200000000000005,0.72,0.688,0.267,0.198,16.6,0.25,0.5,0.759,0.24100000000000002,0.466,0.7040000000000001,0.032,60.0,-63.0,0.99,1.03,0.557,0.596,0.91,0.731,0.301,0.195,39.2,0.21,0.435,0.40700000000000003,0.68,0.6970000000000001,0.255,0.2,16.0,0.28,0.5,0.8,0.133,0.45,0.9259999999999999,0.121,0.0
96.0,676.0,1.08,1.08,0.596,0.616,0.94,0.748,0.353,0.19399999999999998,29.1,0.19,0.479,0.426,0.71,0.7290000000000001,0.292,0.203,14.5,0.24,0.604,0.862,0.184,0.552,0.868,0.209,38.0,-7.0,1.0,1.06,0.518,0.595,0.85,0.705,0.244,0.174,33.2,0.23,0.479,0.41700000000000004,0.72,0.742,0.289,0.214,13.7,0.32,0.5,0.895,0.158,0.526,0.9,0.16699999999999998,1.0
66.0,175.0,1.03,1.03,0.593,0.622,0.95,0.7609999999999999,0.317,0.19399999999999998,37.2,0.21,0.44299999999999995,0.429,0.65,0.708,0.244,0.188,14.9,0.26,0.53,0.8,0.258,0.39399999999999996,0.8079999999999999,0.325,71.0,-131.0,0.98,1.01,0.534,0.5589999999999999,0.87,0.725,0.29100000000000004,0.172,35.0,0.27,0.45899999999999996,0.413,0.68,0.732,0.266,0.19899999999999998,13.2,0.27,0.521,0.919,0.17600000000000002,0.535,0.8420000000000001,0.091,0.0
35.0,7.0,1.0,1.06,0.515,0.585,0.85,0.705,0.247,0.175,33.1,0.23,0.478,0.42100000000000004,0.71,0.737,0.28600000000000003,0.215,13.5,0.32,0.486,0.882,0.16699999999999998,0.5429999999999999,0.895,0.125,47.0,-650.0,0.86,0.93,0.45399999999999996,0.53,0.78,0.6459999999999999,0.239,0.193,20.8,0.23,0.41100000000000003,0.348,0.64,0.679,0.268,0.195,11.2,0.3,0.46799999999999997,0.773,0.04,0.36200000000000004,0.8240000000000001,0.33299999999999996,0.0
95.0,709.0,1.09,1.09,0.601,0.619,0.95,0.752,0.35700000000000004,0.19399999999999998,29.5,0.2,0.48200000000000004,0.43200000000000005,0.71,0.7290000000000001,0.294,0.201,14.4,0.24,0.6,0.877,0.21100000000000002,0.568,0.87,0.22,60.0,383.0,1.08,1.09,0.609,0.617,0.96,0.763,0.363,0.20600000000000002,36.5,0.24,0.457,0.435,0.73,0.687,0.281,0.215,17.9,0.35,0.517,0.968,0.172,0.583,0.943,0.08,1.0
60.0,383.0,1.08,1.09,0.609,0.617,0.96,0.763,0.363,0.20600000000000002,36.5,0.24,0.457,0.435,0.73,0.687,0.281,0.215,17.9,0.35,0.517,0.968,0.172,0.583,0.943,0.08,70.0,-81.0,0.99,1.02,0.5379999999999999,0.561,0.87,0.73,0.293,0.174,35.0,0.27,0.46,0.41200000000000003,0.68,0.7290000000000001,0.26899999999999996,0.2,13.1,0.27,0.529,0.946,0.182,0.5429999999999999,0.8420000000000001,0.094,0.0
95.0,709.0,1.09,1.09,0.601,0.619,0.95,0.752,0.35700000000000004,0.19399999999999998,29.5,0.2,0.48200000000000004,0.43200000000000005,0.71,0.7290000000000001,0.294,0.201,14.4,0.24,0.6,0.877,0.21100000000000002,0.568,0.87,0.22,60.0,383.0,1.08,1.09,0.609,0.617,0.96,0.763,0.363,0.20600000000000002,36.5,0.24,0.457,0.435,0.73,0.687,0.281,0.215,17.9,0.35,0.517,0.968,0.172,0.583,0.943,0.08,0.0
60.0,383.0,1.08,1.09,0.609,0.617,0.96,0.763,0.363,0.20600000000000002,36.5,0.24,0.457,0.435,0.73,0.687,0.281,0.215,17.9,0.35,0.517,0.968,0.172,0.583,0.943,0.08,70.0,-81.0,0.99,1.02,0.5379999999999999,0.561,0.87,0.73,0.293,0.174,35.0,0.27,0.46,0.41200000000000003,0.68,0.7290000000000001,0.26899999999999996,0.2,13.1,0.27,0.529,0.946,0.182,0.5429999999999999,0.8420000000000001,0.094,0.0
